org.apache.tools.ant.taskdefs.DependSet,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/DependSet.java,execute,org.apache.tools.ant.types.resources.comparators.ResourceComparator,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/types/resources/comparators/ResourceComparator.java,ant
org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/cvslib/CvsTagDiff.java,writeTagDiff,org.apache.tools.ant.util.DOMElementWriter,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/util/DOMElementWriter.java,ant
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/optional/ejb/GenericDeploymentTool.java,getClassLoaderForBuild,org.apache.tools.ant.Task,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/Task.java,ant
org.apache.tools.ant.taskdefs.Tar,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/Tar.java,tarResource,org.apache.tools.tar.TarOutputStream,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/tar/TarOutputStream.java,ant
org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/optional/jsp/compilers/JasperC.java,execute,org.apache.tools.ant.taskdefs.optional.jsp.JspC,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/optional/jsp/JspC.java,ant
org.apache.tools.ant.taskdefs.optional.unix.Symlink,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/optional/unix/Symlink.java,delete,org.apache.tools.ant.util.SymbolicLinkUtils,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/util/SymbolicLinkUtils.java,ant
org.apache.tools.ant.taskdefs.DefBase,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/DefBase.java,createLoader,org.apache.tools.ant.util.ClasspathUtils.Delegate,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/util/ClasspathUtils.java,ant
org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/optional/jdepend/JDependTask.java,execute,org.apache.tools.ant.types.PatternSet,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/types/PatternSet.java,ant
org.apache.tools.ant.taskdefs.Pack,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/Pack.java,zipResource,org.apache.tools.ant.types.Resource,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/types/Resource.java,ant
org.apache.tools.ant.taskdefs.optional.TraXLiaison,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/optional/TraXLiaison.java,configure,org.apache.tools.ant.taskdefs.XSLTProcess,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/XSLTProcess.java,ant
org.apache.tools.ant.taskdefs.optional.depend.ClassFile,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/optional/depend/ClassFile.java,getClassRefs,org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantPool,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/optional/depend/constantpool/ConstantPool.java,ant
org.apache.tools.ant.taskdefs.UpToDate,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/UpToDate.java,eval,org.apache.tools.ant.types.resources.Union,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/types/resources/Union.java,ant
org.apache.tools.ant.taskdefs.optional.ReplaceRegExp,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/optional/ReplaceRegExp.java,execute,org.apache.tools.ant.types.RegularExpression,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/types/RegularExpression.java,ant
org.apache.tools.ant.util.FileUtils,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/util/FileUtils.java,copyFile,org.apache.tools.ant.Project,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/Project.java,ant
org.apache.tools.ant.taskdefs.optional.ANTLR,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/optional/ANTLR.java,execute,org.apache.tools.ant.types.CommandlineJava,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/types/CommandlineJava.java,ant
org.apache.tools.ant.taskdefs.Length,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/Length.java,handleResources,org.apache.tools.ant.types.resources.Resources,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/types/resources/Resources.java,ant
org.apache.tools.ant.taskdefs.optional.script.ScriptDef,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/optional/script/ScriptDef.java,execute,org.apache.tools.ant.util.ScriptRunnerHelper,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/util/ScriptRunnerHelper.java,ant
org.apache.tools.ant.taskdefs.AbstractJarSignerTask,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/AbstractJarSignerTask.java,createRedirector,org.apache.tools.ant.types.Environment,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/types/Environment.java,ant
org.apache.tools.ant.taskdefs.JDBCTask,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/taskdefs/JDBCTask.java,getConnection,org.apache.tools.ant.AntClassLoader,/media/pg/soft/gzg/PycharmProjects/PRMove/data/project/real/ant/src/main/org/apache/tools/ant/AntClassLoader.java,ant
